COURSE.SECTIONS.ID,SEC.TERM,SEC.COURSE,SEC.NAME,SEC.NO,SEC.USER1,SEC.USER6,SEC.LOCATION,SEC.LOCATION.DESC.CC,SEC.CAPACITY,SEC.EVERY.STUDENT.COUNT,SEC.STUDENTS.COUNT,SEC.AUDIT.STUDENT.COUNT,SEC.ACAD.LEVEL,SEC.CRED.TYPE,SEC.MIN.CRED,SEC.MAX.CRED,SEC.BILLING.CRED,XSEC.FTE.COUNT,XSEC.FTE.CONTACT,SEC.CEUS,SEC.CONTACT.HOURS,SEC.COURSE.LEVELS,SEC.STATUS.ACTION1,SEC.STATUS,DataDatetime
28923,2017CE1,S16166,EMS-3046-17879,17879,TR,Y,OC,Off Campus,20,7,7,0,CE,CE,0,0,0,7,8,0.8,8,CCE,1,A,2018-03-03T02:06:15.494Z
28938,2017CE1,S24415,SAF-3010-17880,17880,TR,Y,OC,Off Campus,10,7,7,0,CE,CE,0,0,0,7,4,0.4,4,CCE,1,A,2018-03-03T02:06:15.572Z
28941,2017CE1,S24184,FIP-3019-17627,17627,TR,Y,OC,Off Campus,30,7,7,0,CE,CE,0,0,0,7,16,1.6,16,CCE,1,A,2018-03-03T02:06:15.603Z
28946,2017CE1,S22612,OSH-3003-17246,17246,TR,Y,OC,Off Campus,12,8,8,0,CE,CE,0,0,0,8,0,0,8,CCE,1,A,2018-03-03T02:06:15.619Z
28947,2017CE1,S22612,OSH-3003-17247,17247,TR,Y,OC,Off Campus,12,7,7,0,CE,CE,0,0,0,7,0,0,8,CCE,1,A,2018-03-03T02:06:15.634Z
28955,2017CE1,S24173,FIP-3007-17628,17628,TR,Y,OC,Off Campus,30,16,16,0,CE,CE,0,0,0,16,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.681Z
28956,2017CE1,S24174,FIP-3008-17629,17629,TR,Y,OC,Off Campus,30,10,10,0,CE,CE,0,0,0,10,20,2,20,CCE,1,A,2018-03-03T02:06:15.681Z
28960,2017CE1,S15171,FIP-4729-17630,17630,TR,Y,OC,Off Campus,30,12,12,0,CE,CE,0,0,0,12,6,0.6,6,CCE,1,A,2018-03-03T02:06:15.713Z
28962,2017CE1,S15127,FIP-4728-17632,17632,TR,Y,OC,Off Campus,30,11,11,0,CE,CE,0,0,0,11,24,2.4,24,CCE,1,A,2018-03-03T02:06:15.728Z
28963,2017CE1,S24415,SAF-3010-17882,17882,TR,Y,MC,Main Campus,15,8,8,0,CE,CE,0,0,0,8,4,0.4,4,CCE,1,A,2018-03-03T02:06:15.728Z
28966,2017CE1,S16128,EMS-3200-17883,17883,TR,,OC,Off Campus,20,0,0,0,CE,CE,0,0,0,0,0,0,16,CCE,2,C,2018-03-03T02:06:15.744Z
28967,2017CE1,S16128,EMS-3200-17884,17884,TR,Y,OC,Off Campus,20,8,8,0,CE,CE,0,0,0,8,0,0,16,CCE,1,A,2018-03-03T02:06:15.759Z
28968,2017CE1,S24415,SAF-3010-17885,17885,TR,Y,MC,Main Campus,15,6,6,0,CE,CE,0,0,0,6,4,0.4,4,CCE,1,A,2018-03-03T02:06:15.759Z
28970,2017CE1,S21934,CJC-3952-17065,17065,TR,Y,OC,Off Campus,20,17,17,0,CE,CE,0,0,0,17,0,0,2,CCE,1,A,2018-03-03T02:06:15.775Z
28971,2017CE1,S21934,CJC-3952-17066,17066,TR,Y,OC,Off Campus,20,16,16,0,CE,CE,0,0,0,16,0,0,2,CCE,1,A,2018-03-03T02:06:15.775Z
28972,2017CE1,S15922,FIP-4612-17633,17633,TR,Y,MC,Main Campus,30,3,3,0,CE,CE,0,0,0,3,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.791Z
28973,2017CE1,S15897,FIP-4611-17634,17634,TR,Y,MC,Main Campus,30,2,2,0,CE,CE,0,0,0,2,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.791Z
28974,2017CE1,S15917,FIP-4610-17635,17635,TR,Y,MC,Main Campus,30,2,2,0,CE,CE,0,0,0,2,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.806Z
28975,2017CE1,S14443,FIP-4705-17636,17636,TR,Y,MC,Main Campus,30,13,13,0,CE,CE,0,0,0,13,16,0.6,16,CCE,1,A,2018-03-03T02:06:15.806Z
28976,2017CE1,S15899,FIP-4615-17637,17637,TR,,MC,Main Campus,30,0,0,0,CE,CE,0,0,0,0,12,1.2,12,CCE,2,C,2018-03-03T02:06:15.822Z
28977,2017CE1,S15909,FIP-4614-17638,17638,TR,,,,30,0,0,0,CE,CE,0,0,0,0,12,1.2,12,CCE,2,C,2018-03-03T02:06:15.822Z
28979,2017CE1,S15872,FIP-4613-17639,17639,TR,,MC,Main Campus,30,0,0,0,CE,CE,0,0,0,0,12,1.2,12,CCE,2,C,2018-03-03T02:06:15.838Z
28980,2017CE1,S15911,FIP-4618-17640,17640,TR,Y,MC,Main Campus,30,5,5,0,CE,CE,0,0,0,5,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.838Z
28981,2017CE1,S15888,FIP-4617-17641,17641,TR,Y,MC,Main Campus,30,9,9,0,CE,CE,0,0,0,9,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.838Z
28982,2017CE1,S15936,FIP-4616-17642,17642,TR,Y,MC,Main Campus,30,6,6,0,CE,CE,0,0,0,6,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.853Z
28983,2017CE1,S20777,CJC-5020-17067,17067,TR,Y,OC,Off Campus,25,11,11,0,CE,CE,0,0,0,11,40,4,40,CCE,1,A,2018-03-03T02:06:15.853Z
28984,2017CE1,S15762,FIP-4714-17643,17643,TR,Y,OC,Off Campus,40,12,12,0,CE,CE,0,0,0,12,10,1,10,CCE,1,A,2018-03-03T02:06:15.853Z
28985,2017CE1,S21682,CTP-3001-17457,17457,TR,Y,OC,Off Campus,15,7,7,0,CE,CE,0,0,0,7,32,0,32,CCE,1,A,2018-03-03T02:06:15.869Z
28987,2017CE1,S24884,EMS-4302-17886,17886,TR,Y,OC,Off Campus,30,8,8,0,CE,CE,0,0,0,8,0,0,8,CCE,1,A,2018-03-03T02:06:15.884Z
28988,2017CE1,S21682,CTP-3001-17458,17458,TR,Y,OC,Off Campus,6,8,8,0,CE,CE,0,0,0,8,8,0,8,CCE,1,A,2018-03-03T02:06:15.884Z
28989,2017CE1,S21934,CJC-3952-17068,17068,TR,Y,OC,Off Campus,35,5,5,0,CE,CE,0,0,0,5,0,0,6,CCE,1,A,2018-03-03T02:06:15.900Z
28998,2017CE1,S21934,CJC-3952-17069,17069,TR,Y,,,30,22,22,0,CE,CE,0,0,0,22,0,2,20,CCE,1,A,2018-03-03T02:06:15.947Z
29000,2017CE1,S21934,CJC-3952-17070,17070,TR,,OC,Off Campus,30,0,0,0,CE,CE,0,0,0,0,0,0,6,CCE,2,C,2018-03-03T02:06:15.963Z
29001,2017CE1,S21934,CJC-3952-17071,17071,TR,,OC,Off Campus,30,0,0,0,CE,CE,0,0,0,0,0,0,6,CCE,2,C,2018-03-03T02:06:15.963Z
29002,2017CE1,S24188,FIP-3025-17648,17648,TR,Y,OC,Off Campus,30,6,6,0,CE,CE,0,0,0,6,16,1.6,16,CCE,1,A,2018-03-03T02:06:15.963Z
29003,2017CE1,S14443,FIP-4705-17644,17644,TR,Y,OC,Off Campus,30,12,12,0,CE,CE,0,0,0,12,6,0.6,6,CCE,1,A,2018-03-03T02:06:15.978Z
29004,2017CE1,S14443,FIP-4705-17645,17645,TR,Y,OC,Off Campus,30,9,9,0,CE,CE,0,0,0,9,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.978Z
29005,2017CE1,S24175,FIP-3009-17646,17646,TR,Y,OC,Off Campus,30,12,12,0,CE,CE,0,0,0,12,12,1.2,12,CCE,1,A,2018-03-03T02:06:15.994Z
29012,2017CE1,S14565,FIP-3617-17649,17649,TR,,OC,Off Campus,30,0,0,0,CE,CE,0,0,0,0,15,1.5,15,CCE,2,C,2018-03-03T02:06:16.041Z
29016,2017CE1,S21934,CJC-3952-17072,17072,TR,Y,OC,Off Campus,30,12,12,0,CE,CE,0,0,0,12,0,0,24,CCE,1,A,2018-03-03T02:06:16.072Z
29017,2017CE1,S24888,EMS-4402-17887,17887,TR,Y,OC,Off Campus,25,22,22,0,CE,CE,0,0,0,22,8,0.8,8,CCE,1,A,2018-03-03T02:06:16.072Z
29018,2017CE1,S24888,EMS-4402-17888,17888,TR,Y,OC,Off Campus,25,16,16,0,CE,CE,0,0,0,16,8,0.8,8,CCE,1,A,2018-03-03T02:06:16.088Z
29019,2017CE1,S24888,EMS-4402-17889,17889,TR,Y,OC,Off Campus,25,22,22,0,CE,CE,0,0,0,22,8,0.8,8,CCE,1,A,2018-03-03T02:06:16.088Z
29025,2017CE1,S24186,FIP-3022-17653,17653,TR,Y,OC,Off Campus,30,6,6,0,CE,CE,0,0,0,6,16,1.6,16,CCE,1,A,2018-03-03T02:06:16.119Z
29064,2017CE1,S24189,FIP-3026-17654,17654,TR,Y,MC,Main Campus,30,12,12,0,CE,CE,0,0,0,12,8,0.8,8,CCE,1,A,2018-03-03T02:06:16.369Z
29065,2017CE1,S15780,FIP-4711-17655,17655,TR,Y,OC,Off Campus,30,10,10,0,CE,CE,0,0,0,10,40,4,40,CCE,1,A,2018-03-03T02:06:16.369Z
29067,2017CE1,S15804,SEF-3001-17263,17263,TR,Y,OC,Off Campus,10,3,3,0,CE,CE,0,0,0,3,6,0.6,6,CCE,1,A,2018-03-03T02:06:16.384Z
29068,2017CE1,S15127,FIP-4728-17657,17657,TR,Y,OC,Off Campus,30,25,25,0,CE,CE,0,0,0,25,32,3.2,32,CCE,1,A,2018-03-03T02:06:16.384Z
29069,2017CE1,S24439,FIP-7000-17658,17658,TR,Y,OC,Off Campus,30,19,19,0,CE,CE,0,0,0,18,6,0.6,6,CCE,1,A,2018-03-03T02:06:16.384Z
29073,2017CE1,S21934,CJC-3952-17073,17073,TR,Y,OC,Off Campus,30,12,12,0,CE,CE,0,0,0,12,0,0,6,CCE,1,A,2018-03-03T02:06:16.416Z
29074,2017CE1,S21934,CJC-3952-17074,17074,TR,Y,OC,Off Campus,30,7,7,0,CE,CE,0,0,0,7,0,0,6,CCE,1,A,2018-03-03T02:06:16.416Z
26951,2017CE1,S15622,MLA-3022-17101,17101,TR,Y,MC,Main Campus,18,24,24,0,CE,CE,0,0,0,10,207,20.7,207,CCE,1,A,2018-03-03T02:06:24.244Z
26960,2017CE1,S14785,CSP-4000-17251,17251,TR,,MC,Main Campus,24,4,4,0,CE,CE,0,0,0,0,6,0.6,6,CCE,2,C,2018-03-03T02:06:24.306Z
26962,2017CE1,S15804,SEF-3001-17201,17201,TR,Y,MC,Main Campus,24,16,16,0,CE,CE,0,0,0,14,8,0.8,8,CCE,1,A,2018-03-03T02:06:24.306Z
26968,2017CE1,S15804,SEF-3001-17202,17202,TR,Y,MC,Main Campus,24,12,12,0,CE,CE,0,0,0,10,8,0.8,8,CCE,1,A,2018-03-03T02:06:24.338Z
26973,2017CE1,L19784,CSP-9917-02010,2010,TR,,MC,Main Campus,24,19,19,0,CE,CE,0,0,0,0,4,0.4,4,CCE,2,C,2018-03-03T02:06:24.369Z
26979,2017CE1,S14785,CSP-4000-17300,17300,TR,Y,MC,Main Campus,14,9,9,0,CE,CE,0,0,0,5,40,4,40,CCE,1,A,2018-03-03T02:06:24.400Z
26989,2017CE1,S14785,CSP-4000-17301,17301,TR,Y,MC,Main Campus,14,12,12,0,CE,CE,0,0,0,10,40,4,40,CCE,1,A,2018-03-03T02:06:24.463Z
26992,2017CE1,S14785,CSP-4000-17302,17302,TR,,MC,Main Campus,10,1,1,0,CE,CE,0,0,0,0,9,0.9,9,CCE,2,C,2018-03-03T02:06:24.478Z
26997,2017CE1,S14785,CSP-4000-17303,17303,TR,Y,MC,Main Campus,14,10,10,0,CE,CE,0,0,0,7,50,5,50,CCE,1,A,2018-03-03T02:06:24.494Z
26998,2017CE1,S14785,CSP-4000-17304,17304,TR,Y,MC,Main Campus,14,9,9,0,CE,CE,0,0,0,8,40,4,40,CCE,1,A,2018-03-03T02:06:24.509Z
26999,2017CE1,S14785,CSP-4000-17305,17305,TR,Y,MC,Main Campus,14,11,11,0,CE,CE,0,0,0,7,50,5,50,CCE,1,A,2018-03-03T02:06:24.509Z
27000,2017CE1,S14785,CSP-4000-17306,17306,TR,,MC,Main Campus,9,1,1,0,CE,CE,0,0,0,0,24,2.4,24,CCE,2,C,2018-03-03T02:06:24.509Z
27001,2017CE1,S14785,CSP-4000-17307,17307,TR,,MC,Main Campus,8,0,0,0,CE,CE,0,0,0,0,18,1.8,18,CCE,2,C,2018-03-03T02:06:24.525Z
27002,2017CE1,S14785,CSP-4000-17308,17308,TR,,MC,Main Campus,12,3,3,0,CE,CE,0,0,0,0,9,0.9,9,CCE,2,C,2018-03-03T02:06:24.525Z
27012,2017CE1,S14785,CSP-4000-17310,17310,TR,Y,MC,Main Campus,10,6,6,0,CE,CE,0,0,0,6,20,2,20,CCE,1,A,2018-03-03T02:06:24.588Z
27013,2017CE1,S14785,CSP-4000-17309,17309,TR,,MC,Main Campus,10,2,2,0,CE,CE,0,0,0,1,8,0.8,8,CCE,2,C,2018-03-03T02:06:24.588Z
27023,2017CE1,S14785,CSP-4000-17312,17312,TR,,MC,Main Campus,10,4,4,0,CE,CE,0,0,0,0,16,1.6,16,CCE,2,C,2018-03-03T02:06:24.650Z
27030,2017CE1,S14785,CSP-4000-17313,17313,TR,,MC,Main Campus,8,2,2,0,CE,CE,0,0,0,0,5,0.5,5,CCE,2,C,2018-03-03T02:06:24.681Z
27040,2017CE1,S16002,MLS-3810-17203,17203,IN,,OL,Online Cu Classes,0,0,0,0,CE,CE,0,0,0,0,48,4.8,48,CCE,2,C,2018-03-03T02:06:24.744Z
27041,2017CE1,S15191,MLS-3808-17204,17204,IN,,OL,Online Cu Classes,0,0,0,0,CE,CE,0,0,0,0,48,4.8,48,CCE,2,C,2018-03-03T02:06:24.744Z
27129,2017CE1,S14785,CSP-4000-17314,17314,TR,,MC,Main Campus,12,0,0,0,CE,CE,0,0,0,0,12,1.2,12,CCE,2,C,2018-03-03T02:06:25.213Z
27132,2017CE1,S14785,CSP-4000-17315,17315,TR,,MC,Main Campus,10,0,0,0,CE,CE,0,0,0,0,12,1.2,12,CCE,2,C,2018-03-03T02:06:25.228Z
27134,2017CE1,S14785,CSP-4000-17316,17316,TR,,MC,Main Campus,8,1,1,0,CE,CE,0,0,0,0,4.5,0.45,4.5,CCE,2,C,2018-03-03T02:06:25.244Z
27136,2017CE1,S14785,CSP-4000-17317,17317,TR,,MC,Main Campus,8,5,5,0,CE,CE,0,0,0,0,18,1.8,18,CCE,2,C,2018-03-03T02:06:25.244Z
27137,2017CE1,S14785,CSP-4000-17318,17318,TR,,MC,Main Campus,8,0,0,0,CE,CE,0,0,0,0,4.5,0,4.5,CCE,2,C,2018-03-03T02:06:25.259Z
27138,2017CE1,S14785,CSP-4000-17319,17319,TR,,MC,Main Campus,8,8,8,0,CE,CE,0,0,0,0,24,2.4,24,CCE,2,C,2018-03-03T02:06:25.259Z
27141,2017CE1,S14785,CSP-4000-17320,17320,TR,,MC,Main Campus,12,0,0,0,CE,CE,0,0,0,0,9,0.9,9,CCE,2,C,2018-03-03T02:06:25.275Z
27144,2017CE1,S14785,CSP-4000-17321,17321,TR,,MC,Main Campus,12,3,3,0,CE,CE,0,0,0,0,16,1.6,16,CCE,2,C,2018-03-03T02:06:25.275Z
27155,2017CE1,S14785,CSP-4000-17322,17322,TR,Y,MC,Main Campus,6,5,5,0,CE,CE,0,0,0,2,6,0.6,6,CCE,1,A,2018-03-03T02:06:25.338Z
27327,2017CE1,S14400,NUR-3240-17102,17102,TR,Y,MC,Main Campus,20,27,27,0,CE,CE,0,0,0,15,162,16.2,162,CCE,1,A,2018-03-03T02:06:26.431Z
27365,2017CE1,S22389,HRD-3002-17000,17000,HY,Y,OC,Off Campus,0,367,367,0,CE,CE,0,0,0,366,0,0,704,CCE,1,A,2018-03-03T02:06:26.666Z
27371,2017CE1,S14400,NUR-3240-17103,17103,TR,Y,MC,Main Campus,20,28,28,0,CE,CE,0,0,0,19,162,16.2,162,CCE,1,A,2018-03-03T02:06:26.697Z
27488,2017CE1,S14785,CSP-4000-17323,17323,TR,Y,MC,Main Campus,10,5,5,0,CE,CE,0,0,0,2,32,3.2,32,CCE,1,A,2018-03-03T02:06:27.431Z
27489,2017CE1,S14785,CSP-4000-17324,17324,TR,Y,MC,Main Campus,4,2,2,0,CE,CE,0,0,0,1,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.431Z
27490,2017CE1,S14785,CSP-4000-17325,17325,TR,,MC,Main Campus,4,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:27.447Z
27491,2017CE1,S14785,CSP-4000-17326,17326,TR,Y,MC,Main Campus,4,1,1,0,CE,CE,0,0,0,1,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.447Z
27492,2017CE1,S14785,CSP-4000-17327,17327,TR,Y,MC,Main Campus,8,9,9,0,CE,CE,0,0,0,8,3,0.3,3,CCE,1,A,2018-03-03T02:06:27.447Z
27493,2017CE1,S14785,CSP-4000-17328,17328,TR,,MC,Main Campus,8,0,0,0,CE,CE,0,0,0,0,3,0.3,3,CCE,2,C,2018-03-03T02:06:27.463Z
27494,2017CE1,S14785,CSP-4000-17329,17329,TR,,MC,Main Campus,8,1,1,0,CE,CE,0,0,0,0,3,0.3,3,CCE,2,C,2018-03-03T02:06:27.463Z
27503,2017CE1,S16155,EMS-3044-17800,17800,TR,Y,OC,Off Campus,30,11,11,0,CE,CE,0,0,0,6,200,20,200,CCE,1,A,2018-03-03T02:06:27.525Z
27504,2017CE1,S14785,CSP-4000-17331,17331,TR,,MC,Main Campus,8,1,1,0,CE,CE,0,0,0,0,24,2.4,24,CCE,2,C,2018-03-03T02:06:27.525Z
27505,2017CE1,S14785,CSP-4000-17332,17332,TR,Y,MC,Main Campus,12,7,7,0,CE,CE,0,0,0,5,3,0.3,3,CCE,1,A,2018-03-03T02:06:27.541Z
27507,2017CE1,S14785,CSP-4000-17334,17334,TR,Y,MC,Main Campus,12,13,13,0,CE,CE,0,0,0,11,6,0.6,6,CCE,1,A,2018-03-03T02:06:27.556Z
27508,2017CE1,S14785,CSP-4000-17335,17335,TR,Y,MC,Main Campus,12,8,8,0,CE,CE,0,0,0,7,6,0.6,6,CCE,1,A,2018-03-03T02:06:27.556Z
27509,2017CE1,S14785,CSP-4000-17336,17336,TR,Y,MC,Main Campus,12,11,11,0,CE,CE,0,0,0,10,3,0.3,3,CCE,1,A,2018-03-03T02:06:27.556Z
27510,2017CE1,S14785,CSP-4000-17337,17337,TR,Y,MC,Main Campus,8,3,3,0,CE,CE,0,0,0,3,24,2.4,24,CCE,1,A,2018-03-03T02:06:27.572Z
27511,2017CE1,S14785,CSP-4000-17338,17338,TR,Y,MC,Main Campus,8,6,6,0,CE,CE,0,0,0,4,24,2.4,24,CCE,1,A,2018-03-03T02:06:27.572Z
27513,2017CE1,S15584,HYD-3607-17218,17218,TR,,MC,Main Campus,12,0,0,0,CE,CE,0,0,0,0,48,4.8,48,CCE,2,C,2018-03-03T02:06:27.588Z
27515,2017CE1,S15568,MNT-3065-17219,17219,TR,,OC,Off Campus,12,0,0,0,CE,CE,0,0,0,0,24,2.4,24,CCE,2,C,2018-03-03T02:06:27.603Z
27516,2017CE1,S15804,SEF-3001-17204,17204,TR,Y,MC,Main Campus,15,4,4,0,CE,CE,0,0,0,4,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.619Z
27517,2017CE1,S15804,SEF-3001-17206,17206,TR,Y,MC,Main Campus,15,8,8,0,CE,CE,0,0,0,8,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.619Z
27518,2017CE1,S15804,SEF-3001-17205,17205,TR,Y,MC,Main Campus,15,9,9,0,CE,CE,0,0,0,9,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.619Z
27519,2017CE1,S15804,SEF-3001-17207,17207,TR,Y,MC,Main Campus,15,4,4,0,CE,CE,0,0,0,4,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.634Z
27524,2017CE1,S15804,SEF-3001-17211,17211,TR,Y,MC,Main Campus,15,15,15,0,CE,CE,0,0,0,15,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.666Z
27525,2017CE1,S15804,SEF-3001-17212,17212,TR,Y,MC,Main Campus,15,12,12,0,CE,CE,0,0,0,11,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.666Z
27526,2017CE1,S15804,SEF-3001-17213,17213,TR,Y,MC,Main Campus,15,8,8,0,CE,CE,0,0,0,8,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.681Z
27531,2017CE1,S15568,MNT-3065-17220,17220,TR,,MC,Main Campus,12,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:27.713Z
27532,2017CE1,L19784,CSP-9917-02011,2011,TR,Y,MC,Main Campus,30,23,23,0,CE,CE,0,0,0,22,4,0.4,4,CCE,1,A,2018-03-03T02:06:27.713Z
27533,2017CE1,L19784,CSP-9917-02012,2012,TR,Y,MC,Main Campus,24,19,19,0,CE,CE,0,0,0,19,4,0.4,4,CCE,1,A,2018-03-03T02:06:27.728Z
27534,2017CE1,L19784,CSP-9917-02013,2013,TR,Y,MC,Main Campus,24,24,24,0,CE,CE,0,0,0,23,4,0.4,4,CCE,1,A,2018-03-03T02:06:27.728Z
27535,2017CE1,L19784,CSP-9917-02014,2014,TR,Y,MC,Main Campus,30,31,31,0,CE,CE,0,0,0,28,4,0.4,4,CCE,1,A,2018-03-03T02:06:27.744Z
27541,2017CE1,S14785,CSP-4000-17252,17252,TR,Y,MC,Main Campus,20,10,10,0,CE,CE,0,0,0,9,6,0.6,6,CCE,1,A,2018-03-03T02:06:27.775Z
27542,2017CE1,S14785,CSP-4000-17253,17253,TR,,MC,Main Campus,20,1,1,0,CE,CE,0,0,0,0,6,0.6,6,CCE,2,C,2018-03-03T02:06:27.791Z
27543,2017CE1,S14785,CSP-4000-17254,17254,TR,Y,MC,Main Campus,20,6,6,0,CE,CE,0,0,0,4,6,0.6,6,CCE,1,A,2018-03-03T02:06:27.791Z
27544,2017CE1,S14785,CSP-4000-17255,17255,TR,Y,MC,Main Campus,20,11,11,0,CE,CE,0,0,0,9,6,0.6,6,CCE,1,A,2018-03-03T02:06:27.806Z
27548,2017CE1,S15804,SEF-3001-17221,17221,TR,,OC,Off Campus,12,1,1,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:27.822Z
27549,2017CE1,S15804,SEF-3001-17222,17222,TR,,OC,Off Campus,12,1,1,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:27.838Z
27550,2017CE1,S15804,SEF-3001-17223,17223,TR,,OC,Off Campus,12,2,2,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:27.838Z
27552,2017CE1,S15804,SEF-3001-17225,17225,TR,,OC,Off Campus,12,0,0,0,CE,CE,0,0,0,0,12,1.2,12,CCE,2,C,2018-03-03T02:06:27.853Z
27553,2017CE1,S15804,SEF-3001-17226,17226,TR,,OC,Off Campus,12,0,0,0,CE,CE,0,0,0,0,12,0,12,CCE,2,C,2018-03-03T02:06:27.853Z
27562,2017CE1,S14785,CSP-4000-17346,17346,TR,Y,MC,Main Campus,7,2,2,0,CE,CE,0,0,0,2,5,0.5,5,CCE,1,A,2018-03-03T02:06:27.916Z
27563,2017CE1,S14785,CSP-4000-17347,17347,TR,,MC,Main Campus,20,0,0,0,CE,CE,0,0,0,0,20,2,20,CCE,2,C,2018-03-03T02:06:27.916Z
27565,2017CE1,S14785,CSP-4000-17348,17348,TR,Y,MC,Main Campus,15,20,20,0,CE,CE,0,0,0,15,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.931Z
27566,2017CE1,S14785,CSP-4000-17349,17349,TR,Y,MC,Main Campus,10,5,5,0,CE,CE,0,0,0,5,8,0.8,8,CCE,1,A,2018-03-03T02:06:27.931Z
27734,2017CE1,S14785,CSP-4000-17351,17351,TR,,MC,Main Campus,8,4,4,0,CE,CE,0,0,0,0,15,1.5,15,CCE,2,C,2018-03-03T02:06:28.994Z
27735,2017CE1,S14785,CSP-4000-17352,17352,TR,,MC,Main Campus,8,0,0,0,CE,CE,0,0,0,0,15,1.5,15,CCE,2,C,2018-03-03T02:06:28.994Z
27736,2017CE1,S14785,CSP-4000-17353,17353,TR,,MC,Main Campus,15,0,0,0,CE,CE,0,0,0,0,15,1.5,15,CCE,2,C,2018-03-03T02:06:29.009Z
27737,2017CE1,S14785,CSP-4000-17354,17354,TR,,MC,Main Campus,8,0,0,0,CE,CE,0,0,0,0,15,1.5,15,CCE,2,C,2018-03-03T02:06:29.009Z
27741,2017CE1,S16110,MEC-3010-17230,17230,TR,,HTC,Regional High Technology Cente,15,0,0,0,CE,CE,0,0,0,0,30,3,30,CCE,2,C,2018-03-03T02:06:29.041Z
27742,2017CE1,S16110,MEC-3010-17229,17229,TR,,HTC,Regional High Technology Cente,15,0,0,0,CE,CE,0,0,0,0,30,3,30,CCE,2,C,2018-03-03T02:06:29.041Z
27743,2017CE1,S15804,SEF-3001-17231,17231,TR,,OC,Off Campus,12,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:29.041Z
27744,2017CE1,S15804,SEF-3001-17232,17232,TR,,OC,Off Campus,12,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:29.056Z
27749,2017CE1,S15804,SEF-3001-17235,17235,TR,,OC,Off Campus,12,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:29.088Z
27751,2017CE1,S15804,SEF-3001-17236,17236,TR,,OC,Off Campus,12,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:29.103Z
27763,2017CE1,S15721,CJC-3938-808,808,TR,Y,MC,Main Campus,1,1,1,0,CE,CE,0,0,0,1,0,0,22,CCE,1,A,2018-03-03T02:06:29.181Z
27764,2017CE1,S15721,CJC-3938-809,809,TR,Y,MC,Main Campus,1,1,1,0,CE,CE,0,0,0,1,0,0,188,CCE,1,A,2018-03-03T02:06:29.181Z
27765,2017CE1,S14785,CSP-4000-17358,17358,TR,,MC,Main Campus,10,2,2,0,CE,CE,0,0,0,0,4,0.4,4,CCE,2,C,2018-03-03T02:06:29.197Z
27766,2017CE1,S14785,CSP-4000-17359,17359,TR,,MC,Main Campus,10,2,2,0,CE,CE,0,0,0,0,4,0.4,4,CCE,2,C,2018-03-03T02:06:29.197Z
27767,2017CE1,S14785,CSP-4000-17360,17360,TR,,MC,Main Campus,10,0,0,0,CE,CE,0,0,0,0,4,0.4,4,CCE,2,C,2018-03-03T02:06:29.197Z
27769,2017CE1,S14785,CSP-4000-17362,17362,TR,,MC,Main Campus,8,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:29.213Z
27770,2017CE1,S14785,CSP-4000-17363,17363,TR,,MC,Main Campus,8,0,0,0,CE,CE,0,0,0,0,8,0.8,8,CCE,2,C,2018-03-03T02:06:29.213Z
27771,2017CE1,S14785,CSP-4000-17364,17364,TR,,MC,Main Campus,10,0,0,0,CE,CE,0,0,0,0,5,0.5,5,CCE,2,C,2018-03-03T02:06:29.228Z
27776,2017CE1,S14785,CSP-4000-17366,17366,TR,,MC,Main Campus,10,2,2,0,CE,CE,0,0,0,0,5,0.5,5,CCE,2,C,2018-03-03T02:06:29.259Z
