"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"UDOC.LEVEL","","","","","","","A","","10","EDITED.DATA = OCONV(EDITED.DATA[1,2],""MCU""), IF EDITED.DATA[1,1] = ""C"" THEN,    EDITED.DATA = ""CH"", END, , IF EDITED.DATA NE ""CH"" AND EDITED.DATA NE ""SE"" AND EDITED.DATA NE ""SU"" THEN,    ERROR.OCCURRED = 1,    MESSAGE = ""Please enter (CH)apter, (SE)ction, (SU)bsection, or RETURN"", END","","L","","BEGIN CASE,    CASE OUTPUT.DATA = ""CH"",       OUTPUT.DATA = ""Chapter"",    CASE OUTPUT.DATA = ""SE"",  OUTPUT.DATA = ""Section"",    CASE OUTPUT.DATA = ""SU"",       OUTPUT.DATA = ""Subsection"",    CASE 1,  OUTPUT.DATA = """", END CASE","","","","","","","","","","UDCDEF","D","","","7","","","","","10L","","","","","","","","10","","","","","","","Level, such as, Chapter, Section, or Subsection.","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UDOC.MNEMONIC","","","","","","","A","","4","$UC, $VAL.MNEMONIC","","L","","","","","","","","","","","","UDCDEF","K","","","3","","","","","4L","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UDOC.NAME","","","","","","","D","","30","$UC.WORD","","L","","","","","","","","","","","","","","","","1","","","","","30L","","","","","","","","30","","","","","","","Contains name to use in documentation.","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UDOC.PRCS.HLP.FLAG","","","","","","","A","","1","$YN","","L","","","","","","","","","","","","UDCDEF","D","","","5","","","","","1L","","","","","","","","1","","","","","","","Print process help messages.","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UDOC.RELEASE","","","","","","","D","","10","$UC","","L","","","","","","","","","","","","","","","","2","","","","","10L","","","","","","","","10","","","","","","","Contains Release Number to use in documentation.","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UDOC.TECH.DOC","","","","","","","A","","10","$VAL.TECH.DOC","","L","","","","","","","","","","","","UDCDEF","D","","","4","","","","","10L","","","","","","","","10","","","","","","","Tech Doc key.","","","","","","","","","","","","","","","UDOC.DEF","","","0","1988-12-01","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UNNEST.CLAUSE","","","","","","","D","N","10","","","L","","","","N","","","","","","","","","","","","125","","","","","10L","","","","","","","","0","","","","","","","stores UNNEST clause if it exists for the view","","","","","","","","","","","","","","","TOOLFILE","UNNEST_CLAUSE","","0","1997-04-17","SLT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"UPDATE.COUNT","","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""UPDATE"", (vlScrcioMioReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioMioCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","","","I","","4","","","R","","","","","","","","","","","","","","","","0","SUBR(""S.LOCATE.ASSOC.ELEMENT"",""UPDATE"",SCRCIO.MIO.REASON);, IF @1 GT 0 THEN (EXTRACT(SCRCIO.MIO.COUNT,1,@1,0)) ELSE (0)","","","","4R","","","","","","","","0","","SCRCIO.MIO.COUNT, SCRCIO.MIO.REASON","","","","","Displays the number of calls to @MIO.WRITE.RECORD.","","","UPDATE Count","","","","","","","","","","","","SCAN.CODE.RESULTS","","","0","2003-04-29","TXE","","","","","S.LOCATE.ASSOC.ELEMENT","","S","","","","","","","","","","","","","","","","","","","","","","","","","U","","","0",""
"UT.CDD.ADD.DATE","","","","","","D","D","","8","","","R","","","","N","","","N","2","/","","","","","","","15","","","","D2/","8R","","","","","","","","0","","","","","","","The date this data element was created","","","","","","","","","","","","","","","UT.CDD","UT_CDD_ADD_DATE","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_CDD_SQL"
"UT.CDD.ADD.OPERATOR","","","","","","","D","","6","$UC","","L","","","","","","","","","","","","","","","","14","","","","","6L","","","","","","","","0","","","","","","","Login ID of analyst who created this data element","","","","","","","","","","","","","","","UT.CDD","UT_CDD_ADD_OPERATOR","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_CDD_SQL"
"UT.CDD.CHANGE.DATE","","","","","","D","D","","8","","","R","","","","N","","","N","2","/","N","","","","","","16","","","","D2/","8R","","","","","","","","0","","","","","","","The date this element was last changed","","","Change Date","","","","","","","","","","","","UT.CDD","UT_CDD_CHANGE_DATE","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_CDD_SQL"
"UT.CDD.CHANGE.OPERATOR","","","","","","","D","","6","$UC","","L","","","","","","","","","","","","","","","","17","","","","","6L","","","","","","","","0","","","","","","","Login ID of the analyst who last changed specs for this","","","","","","","","","","","","","","","UT.CDD","UT_CDD_CHANGE_OPERATOR","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_CDD_SQL"
"UT.CDD.ID","","","","","","","K","","33","$UC","Data Element LookUp","L","","","","N","","","","","","","","","","","","0","","","","","33L","","","","","","","","33","","","","","","","Name of a data element in an application (a CDD entry)","","","","","","","","","","","","","","","UT.CDD","","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"UT.CDD.SOURCE","","","","","","","X","","8","$UC","File","L","","","GL.ACCTS","N","","","","","","","","","","UT.FILE.SPECS.FILE.FIELDS","UT.FILE.SPECS.ID","1","","","","","8L","","","","","","","","0","","","","","","","Where this element can be found (usually a file name)","","","","","","","","","","","","","","","UT.CDD","","","0","1997-11-14","ALEX","","","","","","","","","","","","","","SAVING UNIQUE","","","","","","","","","","","","","","","","","","","","","0",""
"UT.DOC.ADD.DATE","","","","","","D","D","","8","","Add Date","R","","","","","","","N","2","/","","","","","","","2","","","","D2/","8R","","","","","","","","0","","","","","","","Logical view of TOOLDOC file","","","Add Date","","","","","","","","","","","","UT.DOC","UT_DOC_ADD_DATE","","0","1994-11-03","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_DOC_SQL"
"UT.DOC.ADD.OPERATOR","","","","","","","D","","10","","Add Operator","L","","","","","","","","","","","","","","","","3","","","","","10L","","","","","","","","16","","","","","","","Logical view of TOOLDOC","","","Add Oper","","","","","","","","","","","","UT.DOC","UT_DOC_ADD_OPERATOR","","0","1994-11-03","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_DOC_SQL"
"UT.DOC.CHANGE.DATE","","","","","","D","D","","8","","Change Date","R","","","","","","","N","2","/","","","","","","","4","","","","D2/","8R","","","","","","","","0","","","","","","","Logical view of TOOLDOC","","","Chg Date","","","","","","","","","","","","UT.DOC","UT_DOC_CHANGE_DATE","","0","1994-11-03","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_DOC_SQL"
"UT.DOC.CHANGE.OPERATOR","","","","","","","D","","10","","Change Operator","L","","","","","","","","","","","","","","","","5","","","","","10L","","","","","","","","16","","","","","","","Logical view of TOOLDOC","","","Chg Oper","","","","","","","","","","","","UT.DOC","UT_DOC_CHANGE_OPERATOR","","0","1994-11-03","JOSH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_DOC_SQL"
"UT.FILE.SPECS.ADDDATE","","","","","","D","D","","8","","Created on","R","","","12/08/88","","","","N","2","/","","","","","","","16","","","","D2/","8R","","","","","","","","0","","","","","","","Date when this file was first created","","","","","","","","","","","","","","","UT.FILE.SPECS","UT_FILE_SPECS_ADD_DATE","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_FILE_SPECS_SQL"
"UT.FILE.SPECS.ADDOPR","","","","","","","D","","6","$UC","Created by","L","","","","","","","","","","","","","","","","15","","","","","6L","","","","","","","","0","","","","","","","Login ID of analyst who created this file","","","","","","","","","","","","","","","UT.FILE.SPECS","UT_FILE_SPECS_ADD_OPERATOR","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_FILE_SPECS_SQL"
"UT.FILE.SPECS.CHGDATE","","","","","","D","D","","8","","Changed on","R","","","","","","","N","2","/","","","","","","","17","","","","D2/","8R","","","","","","","","0","","","","","","","Date of last change to the specs of a file","","","","","","","","","","","","","","","UT.FILE.SPECS","UT_FILE_SPECS_CHANGE_DATE","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_FILE_SPECS_SQL"
"UT.FILE.SPECS.CHGOPR","","","","","","","D","","6","$UC","Changed by","L","","","","","","","","","","","","","","","","27","","","","","6L","","","","","","","","0","","","","","","","Login ID of the person making the last change to this spec","","","","","","","","","","","","","","","UT.FILE.SPECS","UT_FILE_SPECS_CHANGE_OPERATOR","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_FILE_SPECS_SQL"
"UT.FILE.SPECS.FILE.FIELDS","","","","","","","Q","","28","$UC","Field (Data Element) Name","L","","","","N","","","","","","","","","","UT.CDD.SOURCE","UT.CDD.ID","10","","","","","28L","","","","","","","","0","","","","","","","List of CDD data elements assigned to this file (in order)","","","","","","","","","","","","","","","UT.FILE.SPECS","","","0","1997-11-14","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"UT.FILE.SPECS.ID","","","","","","","K","","8","$UC","Logical File Name LookUp","L","","","","N","","","","","","","","","","","","0","","","","","8L","","","","","","","","0","","","","","","","Name by which file will be known to CDD","","","","","","","","","","","","","","","UT.FILE.SPECS","","","0","1997-11-14","ALEX","","","","","","","","N","A.FILE.ID","","CRNT.FILE.SPEC","","","","","","","","","","Logical File LookUp","","","","","","","","","","","","","","0",""
"UT.PRCS.DEF.ADD.DATE","","","","","","D","D","","8","","","R","","","","","","","N","2","/","","","","","","","13","","","","D2/","8R","","","","","","","","5","","","","","","","Date this process was first defined","","","Add, Date","","","","","","","","","","","","UT.PRCS.DEF","UT_PRCS_DEF_ADD_DATE","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_PRCS_DEF_SQL"
"UT.PRCS.DEF.ADD.OPERATOR","","","","","","","D","","8","$UC","Original Analyst","L","","","BCB","","","","","","","","","","","","","14","","","","","8L","","","","","","","","0","","","","","","","ID of operator who created this process","","","Add, Operator","","","","","","","","","","","","UT.PRCS.DEF","UT_PRCS_DEF_ADD_OPERATOR","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_PRCS_DEF_SQL"
"UT.PRCS.DEF.CHANGE.DATE","","","","","","D","D","","8","","Date Last Change","R","","OUTPUT.DATA=V.TOOLPDEF.CHANGE.DATE<1,1,1>, OUTPUT.DATA=OCONV(OUTPUT.DATA,SN.DATE2)","08/08/88","","","","N","2","/","","","","","","","50","","","","D2/","8R","","","","","","","","0","","","","","","","Date this process record was last modified","","","Change, Date","","","","","","","","","","","","UT.PRCS.DEF","UT_PRCS_DEF_CHANGE_DATE","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_PRCS_DEF_SQL"
"UT.PRCS.DEF.CHANGE.OPERATOR","","","","","","","D","","8","$UC","Last Changed By","L","","OUTPUT.DATA=OUTPUT.DATA<1,1,1>","BCB","","","","","","","","","","","","","49","","","","","8L","","","","","","","","0","","","","","","","Logon ID of the person who last made changes to this proc","","","Change, Operator","","","","","","","","","","","","UT.PRCS.DEF","UT_PRCS_DEF_CHANGE_OPERATOR","","0","1987-08-27","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_PRCS_DEF_SQL"
"UT.SYSTEM.ADD.DATE","","","","","","D","L","","8","","System Add Date","R","","","","","","","N","2","/","","","","","","","9","","","","D2/","8R","","","","","","","","4","","","","","","","Date record was added to the file","","","Add-Date","","","","","","","","","","","","UT.SYSTEM","UT_SYSTEM_ADD_DATE","","0","1990-12-03","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_SYSTEM_SQL"
"UT.SYSTEM.ADD.OPERATOR","","","","","","","D","","6","","","L","","","","","","","","","","","","","","","","18","","","","","6L","","","","","","","","0","","","","","","","List of users who have changed this record","","","","","","","","","","","","","","","UT.SYSTEM","UT_SYSTEM_ADD_OPERATOR","","0","1990-12-03","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_SYSTEM_SQL"
"UT.SYSTEM.CHANGE.DATE","","","","","","D","A","","8","","","R","","","","","","","N","2","/","","","","","","","15","","","","D2/","8R","","","","","","","","0","","","","","","","List of dates when this record was changed","","","","","","","","","","","","","","","UT.SYSTEM","UT_SYSTEM_CHANGE_DATE","","0","1990-12-03","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_SYSTEM_SQL"
"UT.SYSTEM.CHANGE.OPERATOR","","","","","","","A","","6","","","L","","","","","","","","","","","","","","","","14","","","","","6L","","","","","","","","0","","","","","","","List of users who have changed this record","","","","","","","","","","","","","","","UT.SYSTEM","UT_SYSTEM_CHANGE_OPERATOR","","0","1990-12-03","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","UT_SYSTEM_SQL"
"VAL.COUNT","","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""VALCODE"", (vlScrcioMioReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioMioCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","","","I","","4","","","R","","","","","","","","","","","","","","","","0","SUBR(""S.LOCATE.ASSOC.ELEMENT"",""VALCODE"",SCRCIO.MIO.REASON);, IF @1 GT 0 THEN (EXTRACT(SCRCIO.MIO.COUNT,1,@1,0)) ELSE (0)","","","","4R","","","","","","","","0","","SCRCIO.MIO.COUNT, SCRCIO.MIO.REASON","","","","","Displays the number of extracts from VALCODES.","","","VALCODE Count","","","","","","","","","","","","SCAN.CODE.RESULTS","","","0","2003-04-29","TXE","","","","","S.LOCATE.ASSOC.ELEMENT","","S","","","","","","","","","","","","","","","","","","","","","","","","","U","","","0",""
